Name,Latitude,Longitude,Sample Date,Source,4-Chlorophenyl ether,Air Temperature (°C) [°C],"Alkalinity, total",Aluminum,Ammonia,Ammonia (mg/L),Ammonia-nitrogen,Arsenic,Atrazine,Barium,Beryllium,Bicarbonate,"Biochemical oxygen demand, standard conditions",Boron,Bromide,Cadmium,Calcium,Carbon,Carbon dioxide,Chemical oxygen demand,Chloride,Chlorine,Chloroform,Chlorophyll,Chlorophyll a,"Chlorophyll a, uncorrected for pheophytin",Chromium,Cobalt,Color,Conductivity,Conductivity (uS/cm),Copper,Count,Cylindrospermopsin,DO (mg/L) ,Days Since Rain,Depth,"Depth, Secchi disk depth",Dissolved Oxygent (mg/L),Dissolved oxygen (DO),Dissolved oxygen saturation,E. Coli Average,E. coli (MPN/100 mL),Escherichia coli,Extract volume,Fecal Coliform,Fixed suspended solids,Flow,Flow (CFS),Flow Meas. Method,Flow Severity,Fluoride,Gran acid neutralizing capacity,"Hardness, Ca, Mg","Hardness, magnesium","Hydrocarbons, petroleum",Iron,Kjeldahl nitrogen,Lead,Lithium,Magnesium,Manganese,Mercury,Methylmercury(1+),Microcystins,Moisture content,Molybdenum,Nickel,Nitrate,Nitrate (mg/L),Nitrate + Nitrite,Nitrate-Nitrogen (ppm or mg/L),Nitrite,Nitrogen,Organic carbon,Orthophosphate,Oxidation reduction potential (ORP),Oxygen,Particle distribution,Particle size,Pheophytin a,Phosphorus,Phytoplankton Density,Phytoplankton biovolume,Polychlorinated biphenyls,Potassium,Precipitation,"Precipitation, time since event",RBP Stream width,Rainfall Total (inches in last 3 days),River/stream channel slope,Sample Depth (m) ,Sand,Sea waves severity (choice list),Secchi Disc Transparency (m),Selenium,Silica,Silver,Sodium,Sodium adsorption ratio [(Na),"Specific Conductance, Calculated/Measured Ratio",Specific conductance,Streptococcus,Strontium,Sulfate,Sulfur Sulfate,Suspended Sediment Concentration (SSC) ,TCEQ Stream Segment,TDS,TKN (mg/L),Temperature (°C),"Temperature, air","Temperature, sample","Temperature, water",Total Coliform,"Total Nitrogen, mixed forms",Total P (mg/L),"Total Phosphorus, mixed forms",Total Sample Weight,Total Suspended Solids (mg/L),Total Suspended Solids (µg/L),Total dissolved solids,Total solids,Total suspended solids,Total volatile solids,Transparency Tube (m),"Transparency, Secchi tube with disk",True color,Turbidity,Velocity - stream,Water Temperature (°C),Weather condition (WMO code 4501) ,Width,Zinc,"p,p'-DDE",pH
12677,30.0339,-98.1256,2/20/2010,Meadows,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,,,1,,,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,1,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,7,,,,,7
12677,30.0339,-98.1256,3/27/2010,Meadows,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,,2,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,0.6,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,21,,,,,7
12677,30.0339,-98.1256,9/28/2010,Meadows,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,5,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,1.5,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,21.5,,,,,7.2
12677,30.0339,-98.1256,10/13/2013,Meadows,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,0,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,,0.5,,,0.2,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,20,,,,,7
12677,30.0339,-98.1256,12/15/2013,Meadows,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,20,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,9,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,19,,,,,6.9
12677,30.0339,-98.1256,1/12/2014,Meadows,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,,,48,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,9,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,19.5,,,,,7
12677,30.0339,-98.1256,2/8/2014,Meadows,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,,,,48,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,9,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,19,,,,,6.8
12677,30.0339,-98.1256,3/8/2014,Meadows,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,,,,4,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.3,,,9,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,19,,,,,7
12677,30.0339,-98.1256,4/13/2014,Meadows,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,,,,5,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,20.5,,,,,7
12677,30.0339,-98.1256,5/11/2014,Meadows,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,,,,,2,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,21.8,,,,,6.9
12677,30.0339,-98.1256,6/15/2014,Meadows,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,2,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,22,,,,,7
12677,30.0339,-98.1256,7/12/2014,Meadows,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,20,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,21.5,,,,,6.9
12677,30.0339,-98.1256,8/10/2014,Meadows,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,23,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,23,,,,,7
12677,30.0339,-98.1256,9/13/2014,Meadows,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,1,,,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,19,,,,,6.9
12677,30.0339,-98.1256,10/12/2014,Meadows,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,,,,,0,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,20,,,,,7
12677,30.0339,-98.1256,1/11/2015,Meadows,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,,,,,7,,,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,19,,,,,7
12677,30.0339,-98.1256,2/14/2015,Meadows,,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,21,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,19.9,,,,,6.9
12677,30.0339,-98.1256,3/14/2015,Meadows,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,4,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,19.5,,,,,7
12677,30.0339,-98.1256,4/11/2015,Meadows,,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,21,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,20,,,,,6.9
12677,30.0339,-98.1256,6/12/2015,Meadows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.3,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,25.9,,,,,7.1
12677,30.0339,-98.1256,8/8/2015,Meadows,,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,,,,,39,,,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.3,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,1.2,,,,,25.7,,,,,7.2
12677,30.0339,-98.1256,9/11/2015,Meadows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,,,,,1,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,1.2,,,,,25,,,,,7.2
12677,30.0339,-98.1256,9/30/2015,Meadows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,,,,,3,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.3,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,24,,,,,7.1
12677,30.0339,-98.1256,10/18/2015,Meadows,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,,,,,109,,,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,20,,,,,6.8
12677,30.0339,-98.1256,12/13/2015,Meadows,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,,,0,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0.25,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,18,,,,,6.8
12677,30.0339,-98.1256,1/16/2016,Meadows,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,,,,,13,,,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.25,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,19,,,,,7
12677,30.0339,-98.1256,2/13/2016,Meadows,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,41,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,1,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,20,,,,,6.8
12677,30.0339,-98.1256,3/12/2016,Meadows,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,0.5,,,1,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,21,,,,,6.8
12677,30.0339,-98.1256,4/30/2016,Meadows,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,,,,,0,,,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,20.5,,,,,6.9
12677,30.0339,-98.1256,5/5/2018,Meadows,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,,,,,0.5,,,5.93,,,26.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,0.3,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,19.8,,,,,7
12677,30.0339,-98.1256,6/13/2018,Meadows,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,,,,,23,,,5.5,,,199.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.33,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,24.5,,,,,6.9
12677,30.0339,-98.1256,5/23/2019,Meadows,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891,,,,,15,,,6.22,,,66.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,0.3,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,22,,,,,6.46
12677,30.0339,-98.1256,7/18/2019,Meadows,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,,,,,,,,9.2,,,26.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,21,,,,,7
12677,30.0339,-98.1256,9/28/2019,Meadows,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,,,,,30,,,7.8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.33,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,22,,,,,6.99
12677,30.0339,-98.1256,3/16/2020,Meadows,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,,,,,2,,,,,,21.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,21,,,,,7.1
12677,30.0339,-98.1256,5/15/2020,Meadows,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,,,,,3,,,,,,66.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,22,,,,,7.01
12677,30.0339,-98.1256,6/27/2020,Meadows,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,0.5,,,8,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,22,,,,,6.97
12677,30.0339,-98.1256,8/23/2020,Meadows,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,,,,,1,,,,,,26.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,21,,,,,6.97
12677,30.0339,-98.1256,12/9/2020,Meadows,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,20,,,,,7.03
12677,30.0339,-98.1256,1/29/2021,Meadows,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679,,,,,5,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,20,,,,,7.06
12677,30.0339,-98.1256,3/17/2021,Meadows,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,,,,,2,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,,,1,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,21,,,,,6.99
12677,30.0339,-98.1256,5/14/2021,Meadows,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,22,,,,,6.99
12677,30.0339,-98.1256,7/19/2021,Meadows,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,,,,,5,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,22,,,,,
12677,30.0339,-98.1256,9/17/2021,Meadows,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493,,,,,0,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,23,,,,,7.01
12677,30.0339,-98.1256,11/15/2021,Meadows,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,20,,,,,6.99
12677,30.0339,-98.1256,1/26/2022,Meadows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12677,30.0339,-98.1256,3/30/2022,Meadows,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,,,,,0,,,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,20,,,,,7
12677,30.0339,-98.1256,5/16/2022,Meadows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,233.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12677,30.0339,-98.1256,6/25/2022,Meadows,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,24,,,,,7.03
12677,30.0339,-98.1256,7/8/2022,Meadows,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,7.5,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,21,,,,,6.98
12677,30.0339,-98.1256,9/24/2022,Meadows,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,,,,,16,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.5,,,7,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,21,,,,,6.99
12677,30.0339,-98.1256,11/26/2022,Meadows,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,0.5,,,,,,,,,,,,,,,,1815,,,,,,,,,,,,,,,,,,,,,,,21,,,,,7.1
12677,30.0344,-98.1263,9/21/2016,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,582,,,,5.5,32,,,,,,,1,,,,,,11,,2,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.3,,21.7,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,7
12677,30.0344,-98.1263,1/11/2017,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,629,,,,6,37,,,,,,,4,,,,,,17,,2,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.85,,20.7,,,,,,0.02,,,1.5,1500,,,,,,,,,,,,,,,6.7
12677,30.0344,-98.1263,3/28/2017,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,610,,,,6.1,17,,,,,,,2,,,,,,16,,3,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.5,,20.5,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,6.7
12677,30.0344,-98.1263,6/1/2017,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,613,,,,5.9,1,,,,,,,2,,,,,,8.6,,3,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.45,,28.8,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,6.7
12677,30.0344,-98.1263,11/2/2017,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,625,,,,5.7,2,,,,,,,1,,,,,,11,,2,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.25,,21,,,,,,0.02,,,0.6,600,,,,,,,,,,,,,,,6.7
12677,30.0344,-98.1263,2/1/2018,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,643,,,,6,15,,,,,,,3,,,,,,2.9,,2,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.95,,21,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,6.6
12677,30.0344,-98.1263,5/16/2018,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,584,,,,6.4,1,,,,,,,15,,,,,,5.8,,2,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.6,,21,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,6.6
12677,30.0344,-98.1263,8/22/2018,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,615,,,,6.9,44,,,,,,,28,,,,,,0.8,,2,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.75,,22.5,,,,,,0.02,,,1,1000,,,,,,,,,,,,,,,6.6
12677,30.0344,-98.1263,12/5/2018,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,612,,,,6.2,4,,,,,,,1,,,,,,14,,5,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.8,,20.7,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,6.6
12677,30.0344,-98.1263,3/13/2019,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,652,,,,4.7,0,,,,,,,4,,,,,,13,,3,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.8,,20.2,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,6.5
12677,30.0344,-98.1263,8/22/2019,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,588,,,,6.3,38,,,,,,,10,,,,,,7,,3,,,,,,,,,,,,,,,,,,,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.2,,21,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,7
12677,30.0344,-98.1263,9/24/2019,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,581,,,,6.2,31,,,,,,,1,,,,,,6,,3,,,,,,,,,,,,,,,,,,,0.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.65,,21,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,7
12677,30.0344,-98.1263,12/9/2019,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,587,,,,6.1,8,,,,,,,1,,,,,,1.5,,3,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.55,,20.9,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,6.9
12677,30.0344,-98.1263,6/30/2020,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,578,,,,6.1,1,,,,,,,3,,,,,,8.1,,3,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.7,,21,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,7
12677,30.0344,-98.1263,9/10/2020,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,568,,,,5.6,1,,,,,,,76,,,,,,11.8,,5,,,,,,,,,,,,,,,,,,,0.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.2,,20.8,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,6.8
12677,30.0344,-98.1263,12/9/2020,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,6.7,14,,,,,,,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,0.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.5,,20.5,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,7.1
12677,30.0344,-98.1263,3/3/2021,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,5,,,,,,,1,,,,,,2.6,,2,,,,,,,,,,,,,,,,,,,0.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,7
12677,30.0344,-98.1263,6/9/2021,Meadows,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,582,,,,6.2,3,,,,,,,80,,,,,,9.7,,5,,,,,,,,,,,,,,,,,,,0.866,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,378.3,,20.9,,,,,,0.02,,,0.5,500,,,,,,,,,,,,,,,7.1
